実施年,地域規模,性別,正答数_国A,正答数_国B,正答数_算A,正答数_算B,正答数_理,正答数_理A,正答数_理B,正答率_国A,正答率_国B,正答率_算A,正答率_算B,正答率_理,正答率_理A,正答率_理B,学力層_国A,学力層_国B,学力層_算A,学力層_算B,学力層_理,学力層_理A,学力層_理B,正答数_国A_領域1,正答数_国A_領域2,正答数_国A_領域3,正答数_国A_領域4,正答数_国A_観点1,正答数_国A_観点2,正答数_国A_観点3,正答数_国A_観点4,正答数_国A_観点5,正答数_国A_形式1,正答数_国A_形式2,正答数_国A_形式3,正答数_国B_領域1,正答数_国B_領域2,正答数_国B_領域3,正答数_国B_領域4,正答数_国B_観点1,正答数_国B_観点2,正答数_国B_観点3,正答数_国B_観点4,正答数_国B_観点5,正答数_国B_形式1,正答数_国B_形式2,正答数_国B_形式3,正答数_算A_領域1,正答数_算A_領域2,正答数_算A_領域3,正答数_算A_領域4,正答数_算A_観点1,正答数_算A_観点2,正答数_算A_観点3,正答数_算A_観点4,正答数_算A_形式1,正答数_算A_形式2,正答数_算A_形式3,正答数_算B_領域1,正答数_算B_領域2,正答数_算B_領域3,正答数_算B_領域4,正答数_算B_観点1,正答数_算B_観点2,正答数_算B_観点3,正答数_算B_観点4,正答数_算B_形式1,正答数_算B_形式2,正答数_算B_形式3,正答数_理_領域1,正答数_理_領域2,正答数_理_領域3,正答数_理_領域4,正答数_理_観点1,正答数_理_観点2,正答数_理_観点3,正答数_理_観点4,正答数_理_形式1,正答数_理_形式2,正答数_理_形式3,正答数_理A_領域1,正答数_理A_領域2,正答数_理A_領域3,正答数_理A_領域4,正答数_理A_観点1,正答数_理A_観点2,正答数_理A_観点3,正答数_理A_観点4,正答数_理A_形式1,正答数_理A_形式2,正答数_理A_形式3,正答数_理B_領域1,正答数_理B_領域2,正答数_理B_領域3,正答数_理B_領域4,正答数_理B_観点1,正答数_理B_観点2,正答数_理B_観点3,正答数_理B_観点4,正答数_理B_形式1,正答数_理B_形式2,正答数_理B_形式3,類型_国A_01,類型_国A_02,類型_国A_03,類型_国A_04,類型_国A_05,類型_国A_06,類型_国A_07,類型_国A_08,類型_国A_09,類型_国A_10,類型_国A_11,類型_国A_12,類型_国A_13,類型_国A_14,類型_国B_01,類型_国B_02,類型_国B_03,類型_国B_04,類型_国B_05,類型_国B_06,類型_国B_07,類型_国B_08,類型_国B_09,類型_算A_01,類型_算A_02,類型_算A_03,類型_算A_04,類型_算A_05,類型_算A_06,類型_算A_07,類型_算A_08,類型_算A_09,類型_算A_10,類型_算A_11,類型_算A_12,類型_算A_13,類型_算A_14,類型_算A_15,類型_算A_16,類型_算B_01,類型_算B_02,類型_算B_03,類型_算B_04,類型_算B_05,類型_算B_06,類型_算B_07,類型_算B_08,類型_算B_09,類型_算B_10,類型_算B_11,類型_算B_12,類型_算B_13,類型_理_01,類型_理_02,類型_理_03,類型_理_04,類型_理_05,類型_理_06,類型_理_07,類型_理_08,類型_理_09,類型_理_10,類型_理_11,類型_理_12,類型_理_13,類型_理_14,類型_理_15,類型_理_16,類型_理_17,類型_理_18,類型_理_19,類型_理_20,類型_理_21,類型_理_22,類型_理_23,類型_理_24,正誤_国A_01,正誤_国A_02,正誤_国A_03,正誤_国A_04,正誤_国A_05,正誤_国A_06,正誤_国A_07,正誤_国A_08,正誤_国A_09,正誤_国A_10,正誤_国A_11,正誤_国A_12,正誤_国A_13,正誤_国A_14,正誤_国B_01,正誤_国B_02,正誤_国B_03,正誤_国B_04,正誤_国B_05,正誤_国B_06,正誤_国B_07,正誤_国B_08,正誤_国B_09,正誤_算A_01,正誤_算A_02,正誤_算A_03,正誤_算A_04,正誤_算A_05,正誤_算A_06,正誤_算A_07,正誤_算A_08,正誤_算A_09,正誤_算A_10,正誤_算A_11,正誤_算A_12,正誤_算A_13,正誤_算A_14,正誤_算A_15,正誤_算A_16,正誤_算B_01,正誤_算B_02,正誤_算B_03,正誤_算B_04,正誤_算B_05,正誤_算B_06,正誤_算B_07,正誤_算B_08,正誤_算B_09,正誤_算B_10,正誤_算B_11,正誤_算B_12,正誤_算B_13,正誤_理_01,正誤_理_02,正誤_理_03,正誤_理_04,正誤_理_05,正誤_理_06,正誤_理_07,正誤_理_08,正誤_理_09,正誤_理_10,正誤_理_11,正誤_理_12,正誤_理_13,正誤_理_14,正誤_理_15,正誤_理_16,正誤_理_17,正誤_理_18,正誤_理_19,正誤_理_20,正誤_理_21,正誤_理_22,正誤_理_23,正誤_理_24,正答率_国A_領域1,正答率_国A_領域2,正答率_国A_領域3,正答率_国A_領域4,正答率_国A_観点1,正答率_国A_観点2,正答率_国A_観点3,正答率_国A_観点4,正答率_国A_観点5,正答率_国A_形式1,正答率_国A_形式2,正答率_国A_形式3,正答率_国B_領域1,正答率_国B_領域2,正答率_国B_領域3,正答率_国B_領域4,正答率_国B_観点1,正答率_国B_観点2,正答率_国B_観点3,正答率_国B_観点4,正答率_国B_観点5,正答率_国B_形式1,正答率_国B_形式2,正答率_国B_形式3,正答率_算A_領域1,正答率_算A_領域2,正答率_算A_領域3,正答率_算A_領域4,正答率_算A_観点1,正答率_算A_観点2,正答率_算A_観点3,正答率_算A_観点4,正答率_算A_形式1,正答率_算A_形式2,正答率_算A_形式3,正答率_算B_領域1,正答率_算B_領域2,正答率_算B_領域3,正答率_算B_領域4,正答率_算B_観点1,正答率_算B_観点2,正答率_算B_観点3,正答率_算B_観点4,正答率_算B_形式1,正答率_算B_形式2,正答率_算B_形式3,正答率_理_領域1,正答率_理_領域2,正答率_理_領域3,正答率_理_領域4,正答率_理_観点1,正答率_理_観点2,正答率_理_観点3,正答率_理_観点4,正答率_理_形式1,正答率_理_形式2,正答率_理_形式3,正答率_理A_領域1,正答率_理A_領域2,正答率_理A_領域3,正答率_理A_領域4,正答率_理A_観点1,正答率_理A_観点2,正答率_理A_観点3,正答率_理A_観点4,正答率_理A_形式1,正答率_理A_形式2,正答率_理A_形式3,正答率_理B_領域1,正答率_理B_領域2,正答率_理B_領域3,正答率_理B_領域4,正答率_理B_観点1,正答率_理B_観点2,正答率_理B_観点3,正答率_理B_観点4,正答率_理B_形式1,正答率_理B_形式2,正答率_理B_形式3,児童質問紙回答_001,児童質問紙回答_002,児童質問紙回答_003,児童質問紙回答_004,児童質問紙回答_005,学校質問紙回答_016,学校質問紙回答_017,学校質問紙回答_018,学校質問紙回答_019,学校質問紙回答_020
2015,3,0,10,7,12,4,20,8,12,71.42857143,77.77777778,75,30.76923077,83.33333333,88.88888889,80,2,2,3,3,1,1,1,1,1,1,7,,1,1,1,7,4,6,,,5,5,,3,,5,5,,3,1,3,6,2,2,2,,,5,7,3,9,,0,2,2,2,,2,1,1,1,2,1,6,5,4,5,,12,5,3,17,2,1,3,,3,2,,,5,3,6,2,,3,5,1,3,,12,,,11,,1,1,1,1,1,1,1,1,9,1,3,2,9,1,1,3,1,9,9,1,3,1,3,1,4,9,1,1,1,1,1,1,3,2,3,1,1,4,2,1,4,2,4,1,7,1,3,0,9,3,7,0,1,1,3,6,2,3,2,1,2,3,1,2,5,1,4,1,1,4,1,2,1,1,4,9,3,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,0,2,2,2,0,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,100,100,25,77.77777778,,100,100,25,77.77777778,57.14285714,85.71428571,,,83.33333333,83.33333333,,75,,83.33333333,83.33333333,,100,50,75,85.71428571,66.66666667,50,100,,,71.42857143,77.77777778,60,81.81818182,,0,66.66666667,28.57142857,66.66666667,,22.22222222,50,50,33.33333333,40,20,85.71428571,83.33333333,66.66666667,71.42857143,,80,100,75,94.44444444,66.66666667,33.33333333,100,,100,66.66666667,,,100,75,100,66.66666667,,75,83.33333333,33.33333333,75,,80,,,91.66666667,,33.33333333,1,2,1,1,2,1,1,1,2,1
2015,3,0,10,3,13,5,15,7,8,71.42857143,33.33333333,81.25,38.46153846,62.5,77.77777778,53.33333333,2,4,2,3,2,1,3,0,1,1,8,,0,1,1,8,4,6,,,2,3,,2,,2,3,,0,1,2,5,3,3,2,,,6,7,3,10,,3,1,1,1,,2,2,1,2,2,1,4,5,4,4,,8,4,3,11,2,2,3,,2,2,,,4,3,5,2,,1,5,2,2,,8,,,6,,2,1,1,1,1,1,1,1,1,5,3,1,3,3,0,4,3,4,9,1,1,3,0,1,3,1,1,1,1,9,1,1,3,1,1,1,1,1,2,1,4,3,9,1,6,6,5,5,1,2,2,3,9,1,3,2,2,3,4,1,1,1,1,4,1,1,9,3,1,4,7,4,1,1,1,9,3,1,1,1,1,1,1,1,1,2,1,1,2,2,0,2,2,2,2,1,1,2,0,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,0,100,25,88.88888889,,0,100,25,88.88888889,57.14285714,85.71428571,,,33.33333333,50,,50,,33.33333333,50,,0,50,50,71.42857143,100,75,100,,,85.71428571,77.77777778,60,90.90909091,,75,33.33333333,14.28571429,33.33333333,,22.22222222,100,50,66.66666667,40,20,57.14285714,83.33333333,66.66666667,57.14285714,,53.33333333,80,75,61.11111111,66.66666667,66.66666667,100,,66.66666667,66.66666667,,,80,75,83.33333333,66.66666667,,25,83.33333333,66.66666667,50,,53.33333333,,,50,,66.66666667,1,2,2,2,2,3,3,3,2,2
2015,1,0,7,4,10,3,13,5,8,50,44.44444444,62.5,23.07692308,54.16666667,55.55555556,53.33333333,4,3,3,4,3,3,3,0,1,1,6,,0,1,1,6,2,5,,,2,4,,2,,2,4,,0,2,2,5,0,3,2,,,3,7,4,6,,0,0,3,0,,1,0,2,2,0,1,3,2,3,5,,8,3,2,11,2,0,2,,1,2,,,3,2,3,2,,1,2,2,3,,8,,,8,,0,1,1,1,9,1,1,2,5,9,3,9,9,5,4,4,3,4,1,1,1,2,1,1,4,5,1,1,9,1,1,6,2,2,1,9,1,3,2,1,4,1,9,3,6,9,7,2,9,1,5,3,0,1,2,6,3,3,4,5,2,1,1,4,7,1,3,1,1,2,6,2,1,1,4,0,3,1,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,0,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,0,1,0,100,25,66.66666667,,0,100,25,66.66666667,28.57142857,71.42857143,,,33.33333333,66.66666667,,50,,33.33333333,66.66666667,,0,100,50,71.42857143,0,75,100,,,42.85714286,77.77777778,80,54.54545455,,0,0,42.85714286,0,,11.11111111,0,100,66.66666667,0,20,42.85714286,33.33333333,50,71.42857143,,53.33333333,60,50,61.11111111,66.66666667,0,66.66666667,,33.33333333,66.66666667,,,60,50,50,66.66666667,,25,33.33333333,66.66666667,75,,53.33333333,,,66.66666667,,0,1,1,1,1,2,2,2,2,2,2
2015,3,0,12,6,13,8,21,7,14,85.71428571,66.66666667,81.25,61.53846154,87.5,77.77777778,93.33333333,1,2,2,1,1,1,1,1,1,3,8,,1,1,3,8,6,6,,,4,4,,3,,4,4,,1,2,3,6,3,3,1,,,7,6,5,8,,3,2,5,1,,4,2,2,3,4,1,7,6,4,5,,14,4,3,16,3,2,3,,2,2,,,4,3,4,3,,4,6,2,3,,14,,,12,,2,1,1,1,1,1,1,1,6,1,3,1,9,1,4,3,2,1,1,1,3,3,2,1,4,1,9,1,1,1,1,1,3,1,1,9,1,3,2,2,4,1,1,1,9,9,1,6,1,2,4,9,1,1,3,2,2,3,2,1,2,1,1,4,7,1,4,1,1,4,1,2,2,1,4,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,100,100,75,88.88888889,,100,100,75,88.88888889,85.71428571,85.71428571,,,66.66666667,66.66666667,,75,,66.66666667,66.66666667,,33.33333333,100,75,85.71428571,100,75,50,,,100,66.66666667,100,72.72727273,,75,66.66666667,71.42857143,33.33333333,,44.44444444,100,100,100,80,20,100,100,66.66666667,71.42857143,,93.33333333,80,75,88.88888889,100,66.66666667,100,,66.66666667,66.66666667,,,80,75,66.66666667,100,,100,100,66.66666667,75,,93.33333333,,,100,,66.66666667,1,2,1,1,1,2,2,1,2,2
2015,3,0,9,7,10,6,13,4,9,64.28571429,77.77777778,62.5,46.15384615,54.16666667,44.44444444,60,3,2,3,2,3,3,3,0,1,0,8,,0,1,0,8,3,6,,,5,5,,4,,5,5,,2,1,4,6,1,1,2,,,6,4,3,7,,2,0,3,1,,3,1,2,3,1,2,2,5,2,6,,9,1,3,10,1,2,1,,0,3,,,1,3,3,1,,1,5,2,3,,9,,,7,,2,1,1,1,1,1,1,1,1,9,3,3,9,7,3,4,1,1,1,0,1,1,3,1,4,1,9,1,1,1,1,1,2,2,3,4,2,3,2,1,4,1,9,3,7,1,9,2,1,2,9,3,9,1,3,2,1,3,2,5,2,4,9,3,1,1,3,4,0,3,6,3,1,1,4,1,3,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,0,2,2,2,2,1,1,1,1,0,100,0,88.88888889,,0,100,0,88.88888889,42.85714286,85.71428571,,,83.33333333,83.33333333,,100,,83.33333333,83.33333333,,66.66666667,50,100,85.71428571,33.33333333,25,100,,,85.71428571,44.44444444,60,63.63636364,,50,0,42.85714286,33.33333333,,33.33333333,50,100,100,20,40,28.57142857,83.33333333,33.33333333,85.71428571,,60,20,75,55.55555556,33.33333333,66.66666667,33.33333333,,0,100,,,20,75,50,33.33333333,,25,83.33333333,66.66666667,75,,60,,,58.33333333,,66.66666667,1,3,2,1,2,2,1,1,2,2
2015,4,0,9,6,8,5,11,5,6,64.28571429,66.66666667,50,38.46153846,45.83333333,55.55555556,40,3,2,4,3,3,3,4,0,1,3,6,,0,1,3,6,6,3,,,4,5,,3,,4,5,,1,2,3,5,2,0,1,,,5,3,1,7,,3,0,2,0,,2,1,2,3,1,1,3,3,3,2,,6,2,3,9,2,0,3,,1,1,,,2,3,3,2,,0,3,2,1,,6,,,6,,0,1,1,1,9,9,3,1,1,7,3,1,3,1,4,3,3,9,1,1,3,1,4,1,3,1,2,1,6,1,1,1,3,3,4,9,3,2,4,1,4,1,9,3,7,7,5,5,1,2,2,9,9,6,3,4,2,2,2,1,2,1,0,4,6,1,1,3,1,4,6,3,3,4,3,1,3,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,0,2,2,1,2,2,1,1,2,2,1,2,2,1,1,0,100,75,66.66666667,,0,100,75,66.66666667,85.71428571,42.85714286,,,66.66666667,83.33333333,,75,,66.66666667,83.33333333,,33.33333333,100,75,71.42857143,66.66666667,0,50,,,71.42857143,33.33333333,20,63.63636364,,75,0,28.57142857,0,,22.22222222,50,100,100,20,20,42.85714286,50,50,28.57142857,,40,40,75,50,66.66666667,0,100,,33.33333333,33.33333333,,,40,75,50,66.66666667,,0,50,66.66666667,25,,40,,,50,,0,2,2,1,1,2,2,1,2,2,1
2015,3,0,6,4,7,3,8,2,6,42.85714286,44.44444444,43.75,23.07692308,33.33333333,22.22222222,40,4,3,4,4,4,4,4,0,0,1,6,,0,0,1,6,1,5,,,3,3,,2,,3,3,,1,1,2,3,2,0,2,,,3,4,2,5,,1,0,1,1,,2,0,1,2,0,1,3,3,3,0,,6,0,2,7,0,1,1,,1,0,,,0,2,2,0,,2,3,2,0,,6,,,5,,1,1,1,1,1,9,1,2,5,7,1,2,9,7,4,3,2,4,9,1,1,9,4,1,2,6,1,1,5,4,1,1,3,2,2,4,3,4,2,1,4,9,2,3,7,2,9,0,3,2,4,9,3,2,3,2,3,3,3,1,2,1,9,4,6,1,4,4,2,3,6,3,3,4,2,9,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,0,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,0,0,25,66.66666667,,0,0,25,66.66666667,14.28571429,71.42857143,,,50,50,,50,,50,50,,33.33333333,50,50,42.85714286,66.66666667,0,100,,,42.85714286,44.44444444,40,45.45454545,,25,0,14.28571429,33.33333333,,22.22222222,0,50,66.66666667,0,20,42.85714286,50,50,0,,40,0,50,38.88888889,0,33.33333333,33.33333333,,33.33333333,0,,,0,50,33.33333333,0,,50,50,66.66666667,0,,40,,,41.66666667,,33.33333333,1,1,1,1,2,3,2,2,2,3
2015,3,0,11,7,13,3,20,8,12,78.57142857,77.77777778,81.25,23.07692308,83.33333333,88.88888889,80,2,2,2,4,1,1,1,1,1,2,7,,1,1,2,7,6,5,,,5,5,,3,,5,5,,2,2,3,7,3,2,1,,,7,6,3,10,,1,1,2,0,,2,0,1,2,1,0,5,6,5,6,,12,4,4,15,3,2,3,,2,3,,,4,4,5,3,,2,6,3,3,,12,,,10,,2,1,1,1,0,1,1,1,1,1,3,1,9,1,3,3,1,4,1,1,3,1,1,1,4,1,1,1,1,1,1,1,3,1,1,9,1,4,1,1,4,2,8,3,8,5,7,5,2,2,4,3,1,1,3,2,2,3,2,1,2,1,1,4,1,1,4,4,1,4,6,3,1,1,4,1,3,1,1,1,0,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,100,100,50,77.77777778,,100,100,50,77.77777778,85.71428571,71.42857143,,,83.33333333,83.33333333,,75,,83.33333333,83.33333333,,66.66666667,100,75,100,100,50,50,,,100,66.66666667,60,90.90909091,,25,33.33333333,28.57142857,0,,22.22222222,0,50,66.66666667,20,0,71.42857143,100,83.33333333,85.71428571,,80,80,100,83.33333333,100,66.66666667,100,,66.66666667,100,,,80,100,83.33333333,100,,50,100,100,75,,80,,,83.33333333,,66.66666667,1,2,2,2,3,3,2,2,4,3
2015,4,0,6,2,12,4,8,4,4,42.85714286,22.22222222,75,30.76923077,33.33333333,44.44444444,26.66666667,4,4,3,3,4,3,4,0,0,1,5,,0,0,1,5,3,3,,,1,2,,1,,1,2,,0,1,1,5,2,3,2,,,4,8,4,8,,1,1,3,0,,2,0,2,3,1,0,1,2,2,3,,4,2,2,7,1,0,1,,1,2,,,2,2,3,1,,0,2,1,1,,4,,,4,,0,1,1,1,0,9,3,1,1,7,1,1,9,7,3,2,3,4,9,1,1,3,2,4,4,1,1,1,5,1,2,1,3,2,3,1,1,3,2,1,4,1,9,3,8,9,9,9,9,2,7,3,1,1,2,7,2,1,4,1,4,1,9,4,7,2,9,3,1,3,6,4,1,1,3,9,3,1,1,1,0,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,0,0,25,55.55555556,,0,0,25,55.55555556,42.85714286,42.85714286,,,16.66666667,33.33333333,,25,,16.66666667,33.33333333,,0,50,25,71.42857143,66.66666667,75,100,,,57.14285714,88.88888889,80,72.72727273,,25,33.33333333,42.85714286,0,,22.22222222,0,100,100,20,0,14.28571429,33.33333333,33.33333333,42.85714286,,26.66666667,40,50,38.88888889,33.33333333,0,33.33333333,,33.33333333,66.66666667,,,40,50,50,33.33333333,,0,33.33333333,33.33333333,25,,26.66666667,,,33.33333333,,0,1,2,3,1,2,2,1,2,2,2
2015,3,0,11,7,15,9,20,7,13,78.57142857,77.77777778,93.75,69.23076923,83.33333333,77.77777778,86.66666667,2,2,1,1,1,1,1,0,1,3,8,,0,1,3,8,6,5,,,4,5,,3,,4,5,,2,2,3,7,3,4,1,,,7,8,5,10,,1,2,5,3,,6,1,2,3,3,3,5,6,4,7,,13,3,4,14,3,3,2,,2,3,,,3,4,4,3,,3,6,2,4,,13,,,10,,3,1,1,1,1,9,1,1,1,3,3,1,9,1,4,1,1,1,1,1,9,1,3,1,4,1,1,1,1,1,1,1,3,1,1,1,1,3,2,0,4,1,1,1,1,1,9,2,3,2,9,3,1,1,3,2,2,3,2,1,1,1,1,4,1,1,4,4,1,2,1,2,1,1,4,1,3,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,0,100,75,88.88888889,,0,100,75,88.88888889,85.71428571,71.42857143,,,66.66666667,83.33333333,,75,,66.66666667,83.33333333,,66.66666667,100,75,100,100,100,50,,,100,88.88888889,100,90.90909091,,25,66.66666667,71.42857143,100,,66.66666667,50,100,100,60,60,71.42857143,100,66.66666667,100,,86.66666667,60,100,77.77777778,100,100,66.66666667,,66.66666667,100,,,60,100,66.66666667,100,,75,100,66.66666667,100,,86.66666667,,,83.33333333,,100,1,2,1,1,2,2,1,2,2,2
2015,1,0,13,8,11,6,18,7,11,92.85714286,88.88888889,68.75,46.15384615,75,77.77777778,73.33333333,1,1,3,2,2,1,3,1,1,4,8,,1,1,4,8,6,7,,,5,6,,3,,5,6,,3,2,3,4,2,3,2,,,5,6,4,7,,1,1,3,2,,4,1,1,2,1,3,5,4,5,5,,11,4,3,13,3,2,3,,2,2,,,4,3,4,3,,2,4,3,3,,11,,,9,,2,1,1,1,1,1,1,1,5,1,3,1,1,1,4,3,1,4,1,1,3,1,3,1,3,1,9,1,4,1,1,9,3,1,1,1,2,3,2,1,4,2,1,1,7,1,5,2,3,2,7,9,9,1,3,5,2,3,3,1,2,1,1,4,1,1,2,1,1,4,1,3,2,1,4,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,100,100,100,88.88888889,,100,100,100,88.88888889,85.71428571,100,,,83.33333333,100,,75,,83.33333333,100,,100,100,75,57.14285714,66.66666667,75,100,,,71.42857143,66.66666667,80,63.63636364,,25,33.33333333,42.85714286,66.66666667,,44.44444444,50,50,66.66666667,20,60,71.42857143,66.66666667,83.33333333,71.42857143,,73.33333333,80,75,72.22222222,100,66.66666667,100,,66.66666667,66.66666667,,,80,75,66.66666667,100,,50,66.66666667,100,75,,73.33333333,,,75,,66.66666667,1,2,1,1,1,1,1,1,1,1
2015,3,0,13,6,16,10,15,6,9,92.85714286,66.66666667,100,76.92307692,62.5,66.66666667,60,1,2,1,1,2,2,3,1,1,3,8,,1,1,3,8,6,7,,,6,3,,4,,6,3,,2,0,4,7,3,4,2,,,7,9,5,11,,3,2,5,2,,6,2,2,3,3,4,4,3,5,4,,9,4,2,12,2,1,2,,3,1,,,4,2,4,2,,2,3,2,3,,9,,,8,,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,9,0,1,1,1,1,4,1,2,1,1,1,1,1,3,1,1,1,1,3,2,1,4,1,1,1,7,1,9,2,1,2,1,4,1,3,3,4,2,3,1,1,2,4,1,2,2,1,4,1,1,3,5,2,4,1,3,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,100,100,75,88.88888889,,100,100,75,88.88888889,85.71428571,100,,,100,50,,100,,100,50,,66.66666667,0,100,100,100,100,100,,,100,100,100,100,,75,66.66666667,71.42857143,66.66666667,,66.66666667,100,100,100,60,80,57.14285714,50,83.33333333,57.14285714,,60,80,50,66.66666667,66.66666667,33.33333333,66.66666667,,100,33.33333333,,,80,50,66.66666667,66.66666667,,50,50,66.66666667,75,,60,,,66.66666667,,33.33333333,2,2,1,1,2,2,1,1,1,2
2015,1,0,10,8,14,10,17,6,11,71.42857143,88.88888889,87.5,76.92307692,70.83333333,66.66666667,73.33333333,2,1,2,1,2,2,3,0,1,2,8,,0,1,2,8,4,6,,,5,6,,3,,5,6,,3,2,3,6,3,3,2,,,7,7,3,11,,3,3,5,2,,6,2,2,3,3,4,4,5,4,5,,11,2,4,14,2,1,2,,2,2,,,2,4,4,2,,2,5,2,3,,11,,,10,,1,1,1,1,1,1,1,9,1,9,3,3,9,1,4,3,1,9,1,1,1,1,3,1,1,1,2,1,1,1,1,1,3,1,4,1,1,3,2,1,4,1,3,1,7,1,3,2,1,2,2,2,1,1,3,2,3,3,2,1,2,1,9,2,6,1,4,4,1,3,6,2,1,4,4,1,3,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,0,100,50,88.88888889,,0,100,50,88.88888889,57.14285714,85.71428571,,,83.33333333,100,,75,,83.33333333,100,,100,100,75,85.71428571,100,75,100,,,100,77.77777778,60,100,,75,100,71.42857143,66.66666667,,66.66666667,100,100,100,60,80,57.14285714,83.33333333,66.66666667,71.42857143,,73.33333333,40,100,77.77777778,66.66666667,33.33333333,66.66666667,,66.66666667,66.66666667,,,40,100,66.66666667,66.66666667,,50,83.33333333,66.66666667,75,,73.33333333,,,83.33333333,,33.33333333,1,1,2,1,2,2,2,1,2,1
